Περιοχή,Είδος,Κατάστημα,Νομός,Διεύθυνση,TK,Τηλέφωνα
Ακουρσός,D2,PF ΠΑΦΟΣ,ΚΥΠΡΟΣ,ΛΕΩΦ.ΜΕΣΟΓΗΣ 53,8572,77777373
Ακρούντα,D2,LI ΚΕΝΤΡΟ ΔΙΑΛΟΓΗΣ ΛΕΜΕΣΟΥ (ΚΑΨΑΛΟΣ),ΚΥΠΡΟΣ,ΣΤΕΛΙΟΥ ΚΥΡΙΑΚΙΔΗ,4522,77777373
Ακρωτήρι,D1,LI ΚΕΝΤΡΟ ΔΙΑΛΟΓΗΣ ΛΕΜΕΣΟΥ (ΚΑΨΑΛΟΣ),ΚΥΠΡΟΣ,ΣΤΕΛΙΟΥ ΚΥΡΙΑΚΙΔΗ,4640,77777373
Ακτή Κυβερνήτη,D2,LI ΚΕΝΤΡΟ ΔΙΑΛΟΓΗΣ ΛΕΜΕΣΟΥ (ΚΑΨΑΛΟΣ),ΚΥΠΡΟΣ,ΣΤΕΛΙΟΥ ΚΥΡΙΑΚΙΔΗ,4528,77777373
Αλαμινός,D1,LC ΒΙ.ΠΕ ΑΡΑΔΙΠΠΟΥ ΛΑΡΝΑΚΑ,ΚΥΠΡΟΣ,ΑΡΧ.ΜΑΚΑΡΙΟΥ Γ' 127,7572,77777373
Αλάμπρα,D1,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,2563,77777373
Άλασσα,D2,LI ΚΕΝΤΡΟ ΔΙΑΛΟΓΗΣ ΛΕΜΕΣΟΥ (ΚΑΨΑΛΟΣ),ΚΥΠΡΟΣ,ΣΤΕΛΙΟΥ ΚΥΡΙΑΚΙΔΗ,4712,77777373
Αλεθρικό,D1,LC ΒΙ.ΠΕ ΑΡΑΔΙΠΠΟΥ ΛΑΡΝΑΚΑ,ΚΥΠΡΟΣ,ΑΡΧ.ΜΑΚΑΡΙΟΥ Γ' 127,7570,77777373
Αλέκτορα,D2,LI ΚΕΝΤΡΟ ΔΙΑΛΟΓΗΣ ΛΕΜΕΣΟΥ (ΚΑΨΑΛΟΣ),ΚΥΠΡΟΣ,ΣΤΕΛΙΟΥ ΚΥΡΙΑΚΙΔΗ,4602,77777373
Αλεύκα (Αλεύγα),D3,PF ΠΑΦΟΣ,ΚΥΠΡΟΣ,ΛΕΩΦ.ΜΕΣΟΓΗΣ 53,2953,77777373
Αληθινού,D3,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,2750,77777373
Άλωνα,D3,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,2751,77777373
Αμαργέτη,D3,PF ΠΑΦΟΣ,ΚΥΠΡΟΣ,ΛΕΩΦ.ΜΕΣΟΓΗΣ 53,8642,77777373
Αμίαντος Κάτω,D3,LI ΚΕΝΤΡΟ ΔΙΑΛΟΓΗΣ ΛΕΜΕΣΟΥ (ΚΑΨΑΛΟΣ),ΚΥΠΡΟΣ,ΣΤΕΛΙΟΥ ΚΥΡΙΑΚΙΔΗ,4810,77777373
Αμίαντος Πάνω,D3,LI ΚΕΝΤΡΟ ΔΙΑΛΟΓΗΣ ΛΕΜΕΣΟΥ (ΚΑΨΑΛΟΣ),ΚΥΠΡΟΣ,ΣΤΕΛΙΟΥ ΚΥΡΙΑΚΙΔΗ,4811,77777373
Αμμόχωστος,,PN ΑΜΜΟΧΩΣΤΟΣ-ΠΑΡΑΛΙΜΝΙ,ΚΥΠΡΟΣ,ΣΤΑΔΙΟΥ 84,5000,77777373
Αμπελίτης,D3,PF ΠΑΦΟΣ,ΚΥΠΡΟΣ,ΛΕΩΦ.ΜΕΣΟΓΗΣ 53,8653,77777373
Ανάγεια,D1,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,2640,77777373
Αναδιού,D3,PF ΠΑΦΟΣ,ΚΥΠΡΟΣ,ΛΕΩΦ.ΜΕΣΟΓΗΣ 53,8802,77777373
Αναθεωρητική Αρχή Προσφορών-Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1304,77777373
Αναλιόντας,D1,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,2641,77777373
Αναρίτα,D1,PF ΠΑΦΟΣ,ΚΥΠΡΟΣ,ΛΕΩΦ.ΜΕΣΟΓΗΣ 53,8502,77777373
Αναφωτίδα,D1,LC ΒΙ.ΠΕ ΑΡΑΔΙΠΠΟΥ ΛΑΡΝΑΚΑ,ΚΥΠΡΟΣ,ΑΡΧ.ΜΑΚΑΡΙΟΥ Γ' 127,7573,77777373
Ανδρολίκου,D3,PF ΠΑΦΟΣ,ΚΥΠΡΟΣ,ΛΕΩΦ.ΜΕΣΟΓΗΣ 53,8701,77777373
Ανώγυρα,D2,LI ΚΕΝΤΡΟ ΔΙΑΛΟΓΗΣ ΛΕΜΕΣΟΥ (ΚΑΨΑΛΟΣ),ΚΥΠΡΟΣ,ΣΤΕΛΙΟΥ ΚΥΡΙΑΚΙΔΗ,4603,77777373
Ανώτατο Δικαστήριο-Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1404,77777373
Ανώτερο Ξενοδοχειακό Ινστιτούτο Κύπρου-Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1304,77777373
Ανώτερο Τεχνολογικό Ινστιτούτο-Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,2152,77777373
Αξύλου,D3,PF ΠΑΦΟΣ,ΚΥΠΡΟΣ,ΛΕΩΦ.ΜΕΣΟΓΗΣ 53,8521,77777373
Απεσιά,D2,LI ΚΕΝΤΡΟ ΔΙΑΛΟΓΗΣ ΛΕΜΕΣΟΥ (ΚΑΨΑΛΟΣ),ΚΥΠΡΟΣ,ΣΤΕΛΙΟΥ ΚΥΡΙΑΚΙΔΗ,4541,77777373
Απλάντα,D2,LC ΒΙ.ΠΕ ΑΡΑΔΙΠΠΟΥ ΛΑΡΝΑΚΑ,ΚΥΠΡΟΣ,ΑΡΧ.ΜΑΚΑΡΙΟΥ Γ' 127,7574,77777373
Απλίκι,D3,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,2613,77777373
Αραδίππου,,LC ΒΙ.ΠΕ ΑΡΑΔΙΠΠΟΥ ΛΑΡΝΑΚΑ,ΚΥΠΡΟΣ,ΑΡΧ.ΜΑΚΑΡΙΟΥ Γ' 127,7100,77777373
Αραδίππου,,LC ΒΙ.ΠΕ ΑΡΑΔΙΠΠΟΥ ΛΑΡΝΑΚΑ,ΚΥΠΡΟΣ,ΑΡΧ.ΜΑΚΑΡΙΟΥ Γ' 127,7101,77777373
Αραδίππου,,LC ΒΙ.ΠΕ ΑΡΑΔΙΠΠΟΥ ΛΑΡΝΑΚΑ,ΚΥΠΡΟΣ,ΑΡΧ.ΜΑΚΑΡΙΟΥ Γ' 127,7102,77777373
Αραδίππου,,LC ΒΙ.ΠΕ ΑΡΑΔΙΠΠΟΥ ΛΑΡΝΑΚΑ,ΚΥΠΡΟΣ,ΑΡΧ.ΜΑΚΑΡΙΟΥ Γ' 127,7103,77777373
Αραδίππου,,LC ΒΙ.ΠΕ ΑΡΑΔΙΠΠΟΥ ΛΑΡΝΑΚΑ,ΚΥΠΡΟΣ,ΑΡΧ.ΜΑΚΑΡΙΟΥ Γ' 127,7104,77777373
Αραδίππου,,LC ΒΙ.ΠΕ ΑΡΑΔΙΠΠΟΥ ΛΑΡΝΑΚΑ,ΚΥΠΡΟΣ,ΑΡΧ.ΜΑΚΑΡΙΟΥ Γ' 127,7110,77777373
Αραδίππου,,LC ΒΙ.ΠΕ ΑΡΑΔΙΠΠΟΥ ΛΑΡΝΑΚΑ,ΚΥΠΡΟΣ,ΑΡΧ.ΜΑΚΑΡΙΟΥ Γ' 127,7111,77777373
Αραδίππου,,LC ΒΙ.ΠΕ ΑΡΑΔΙΠΠΟΥ ΛΑΡΝΑΚΑ,ΚΥΠΡΟΣ,ΑΡΧ.ΜΑΚΑΡΙΟΥ Γ' 127,7112,77777373
Αρακαπάς,D3,LI ΚΕΝΤΡΟ ΔΙΑΛΟΓΗΣ ΛΕΜΕΣΟΥ (ΚΑΨΑΛΟΣ),ΚΥΠΡΟΣ,ΣΤΕΛΙΟΥ ΚΥΡΙΑΚΙΔΗ,4563,77777373
Αργάκα,D3,PF ΠΑΦΟΣ,ΚΥΠΡΟΣ,ΛΕΩΦ.ΜΕΣΟΓΗΣ 53,8873,77777373
Αρεδιού,D1,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,2614,77777373
Αρμενοχώρι,D1,LI ΚΕΝΤΡΟ ΔΙΑΛΟΓΗΣ ΛΕΜΕΣΟΥ (ΚΑΨΑΛΟΣ),ΚΥΠΡΟΣ,ΣΤΕΛΙΟΥ ΚΥΡΙΑΚΙΔΗ,4523,77777373
Αρμίνου,D3,PF ΠΑΦΟΣ,ΚΥΠΡΟΣ,ΛΕΩΦ.ΜΕΣΟΓΗΣ 53,8625,77777373
Άρμου,D2,PF ΠΑΦΟΣ,ΚΥΠΡΟΣ,ΛΕΩΦ.ΜΕΣΟΓΗΣ 53,8522,77777373
Αρόδες Κάτω,D3,PF ΠΑΦΟΣ,ΚΥΠΡΟΣ,ΛΕΩΦ.ΜΕΣΟΓΗΣ 53,8702,77777373
Αρόδες Πάνω,D3,PF ΠΑΦΟΣ,ΚΥΠΡΟΣ,ΛΕΩΦ.ΜΕΣΟΓΗΣ 53,8703,77777373
Άρσος,D3,LI ΚΕΝΤΡΟ ΔΙΑΛΟΓΗΣ ΛΕΜΕΣΟΥ (ΚΑΨΑΛΟΣ),ΚΥΠΡΟΣ,ΣΤΕΛΙΟΥ ΚΥΡΙΑΚΙΔΗ,4770,77777373
Αρχή Ενοικιάσεων-Λάρνακα,,LC ΒΙ.ΠΕ ΑΡΑΔΙΠΠΟΥ ΛΑΡΝΑΚΑ,ΚΥΠΡΟΣ,ΑΡΧ.ΜΑΚΑΡΙΟΥ Γ' 127,6303,77777373
Αρχή Ενοικιάσεων-Λεμεσός,,LI ΚΕΝΤΡΟ ΔΙΑΛΟΓΗΣ ΛΕΜΕΣΟΥ (ΚΑΨΑΛΟΣ),ΚΥΠΡΟΣ,ΣΤΕΛΙΟΥ ΚΥΡΙΑΚΙΔΗ,3607,77777373
Αρχηγείο Αστυνομίας-Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1478,77777373
Αρχιμανδρίτα Κάτω,D3,PF ΠΑΦΟΣ,ΚΥΠΡΟΣ,ΛΕΩΦ.ΜΕΣΟΓΗΣ 53,8602,77777373
Αρχιμανδρίτα Πάνω,D3,PF ΠΑΦΟΣ,ΚΥΠΡΟΣ,ΛΕΩΦ.ΜΕΣΟΓΗΣ 53,8603,77777373
Ασγάτα,D3,LI ΚΕΝΤΡΟ ΔΙΑΛΟΓΗΣ ΛΕΜΕΣΟΥ (ΚΑΨΑΛΟΣ),ΚΥΠΡΟΣ,ΣΤΕΛΙΟΥ ΚΥΡΙΑΚΙΔΗ,4502,77777373
Ασίνου,D3,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,2778,77777373
Ασκάς,D3,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,2752,77777373
Ασπρογιά,D3,PF ΠΑΦΟΣ,ΚΥΠΡΟΣ,ΛΕΩΦ.ΜΕΣΟΓΗΣ 53,8643,77777373
Αστικό Κέντρο Υγείας Αγλαντζιάς-Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,2151,77777373
Αστρομερίτης,D1,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,2722,77777373
Αστυνομική Ακαδημία Κύπρου-Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1685,77777373
Αστυνομική Διέθυνση και Πυροσβεστική Υπηρεσία-Λεμεσός,,LI ΚΕΝΤΡΟ ΔΙΑΛΟΓΗΣ ΛΕΜΕΣΟΥ (ΚΑΨΑΛΟΣ),ΚΥΠΡΟΣ,ΣΤΕΛΙΟΥ ΚΥΡΙΑΚΙΔΗ,3304,77777373
Αστυνομική Διέθυνση και Πυροσβεστική Υπηρεσία-Πάφος,,PF ΠΑΦΟΣ,ΚΥΠΡΟΣ,ΛΕΩΦ.ΜΕΣΟΓΗΣ 53,8100,77777373
Αστυνομική Διεύθυνση-Λάρνακα,,LC ΒΙ.ΠΕ ΑΡΑΔΙΠΠΟΥ ΛΑΡΝΑΚΑ,ΚΥΠΡΟΣ,ΑΡΧ.ΜΑΚΑΡΙΟΥ Γ' 127,6301,77777373
Αστυνομική Διεύθυνση-Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1479,77777373
Αστυνομική Διεύθυνση-Παραλίμνι,,PN ΑΜΜΟΧΩΣΤΟΣ-ΠΑΡΑΛΙΜΝΙ,ΚΥΠΡΟΣ,ΣΤΑΔΙΟΥ 84,5310,77777373
Ασώματος,ΔΧ,LI ΚΕΝΤΡΟ ΔΙΑΛΟΓΗΣ ΛΕΜΕΣΟΥ (ΚΑΨΑΛΟΣ),ΚΥΠΡΟΣ,ΣΤΕΛΙΟΥ ΚΥΡΙΑΚΙΔΗ,4645,77777373
Αυγόρου,ΔΧ,PN ΑΜΜΟΧΩΣΤΟΣ-ΠΑΡΑΛΙΜΝΙ,ΚΥΠΡΟΣ,ΣΤΑΔΙΟΥ 84,5510,77777373
Αυγόρου,ΔΧ,PN ΑΜΜΟΧΩΣΤΟΣ-ΠΑΡΑΛΙΜΝΙ,ΚΥΠΡΟΣ,ΣΤΑΔΙΟΥ 84,5515,77777373
Αυγόρου,ΔΧ,PN ΑΜΜΟΧΩΣΤΟΣ-ΠΑΡΑΛΙΜΝΙ,ΚΥΠΡΟΣ,ΣΤΑΔΙΟΥ 84,5516,77777373
Αυδήμου,D2,LI ΚΕΝΤΡΟ ΔΙΑΛΟΓΗΣ ΛΕΜΕΣΟΥ (ΚΑΨΑΛΟΣ),ΚΥΠΡΟΣ,ΣΤΕΛΙΟΥ ΚΥΡΙΑΚΙΔΗ,4600,77777373
Αχέλεια,D2,PF ΠΑΦΟΣ,ΚΥΠΡΟΣ,ΛΕΩΦ.ΜΕΣΟΓΗΣ 53,8503,77777373
Αχερίτου,ΔΧ,PN ΑΜΜΟΧΩΣΤΟΣ-ΠΑΡΑΛΙΜΝΙ,ΚΥΠΡΟΣ,ΣΤΑΔΙΟΥ 84,5521,77777373
Αψιού,D3,LI ΚΕΝΤΡΟ ΔΙΑΛΟΓΗΣ ΛΕΜΕΣΟΥ (ΚΑΨΑΛΟΣ),ΚΥΠΡΟΣ,ΣΤΕΛΙΟΥ ΚΥΡΙΑΚΙΔΗ,4542,77777373
Βαβατσινιά,D3,LC ΒΙ.ΠΕ ΑΡΑΔΙΠΠΟΥ ΛΑΡΝΑΚΑ,ΚΥΠΡΟΣ,ΑΡΧ.ΜΑΚΑΡΙΟΥ Γ' 127,7712,77777373
Βάβλα,D3,LC ΒΙ.ΠΕ ΑΡΑΔΙΠΠΟΥ ΛΑΡΝΑΚΑ,ΚΥΠΡΟΣ,ΑΡΧ.ΜΑΚΑΡΙΟΥ Γ' 127,7713,77777373
Βάσα Κελλακίου,D3,LI ΚΕΝΤΡΟ ΔΙΑΛΟΓΗΣ ΛΕΜΕΣΟΥ (ΚΑΨΑΛΟΣ),ΚΥΠΡΟΣ,ΣΤΕΛΙΟΥ ΚΥΡΙΑΚΙΔΗ,4504,77777373
Βάσα Κοιλανίου,D3,LI ΚΕΝΤΡΟ ΔΙΑΛΟΓΗΣ ΛΕΜΕΣΟΥ (ΚΑΨΑΛΟΣ),ΚΥΠΡΟΣ,ΣΤΕΛΙΟΥ ΚΥΡΙΑΚΙΔΗ,4771,77777373
Βασιλικό,D2,LC ΒΙ.ΠΕ ΑΡΑΔΙΠΠΟΥ ΛΑΡΝΑΚΑ,ΚΥΠΡΟΣ,ΑΡΧ.ΜΑΚΑΡΙΟΥ Γ' 127,7738,77777373
Βίκλα,D3,LI ΚΕΝΤΡΟ ΔΙΑΛΟΓΗΣ ΛΕΜΕΣΟΥ (ΚΑΨΑΛΟΣ),ΚΥΠΡΟΣ,ΣΤΕΛΙΟΥ ΚΥΡΙΑΚΙΔΗ,4509,77777373
Βουλή των Αντιπροσώπων-Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1402,77777373
Βουνί,D3,LI ΚΕΝΤΡΟ ΔΙΑΛΟΓΗΣ ΛΕΜΕΣΟΥ (ΚΑΨΑΛΟΣ),ΚΥΠΡΟΣ,ΣΤΕΛΙΟΥ ΚΥΡΙΑΚΙΔΗ,4772,77777373
Βρέτσια,D3,PF ΠΑΦΟΣ,ΚΥΠΡΟΣ,ΛΕΩΦ.ΜΕΣΟΓΗΣ 53,8644,77777373
Βρυσούλες,ΔΧ,PN ΑΜΜΟΧΩΣΤΟΣ-ΠΑΡΑΛΙΜΝΙ,ΚΥΠΡΟΣ,ΣΤΑΔΙΟΥ 84,5522,77777373
Βυζακιά,D3,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,2774,77777373
Βώνη,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,2520,77777373
Γαλάτα,D2,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,2827,77777373
Γαλαταριά,D3,PF ΠΑΦΟΣ,ΚΥΠΡΟΣ,ΛΕΩΦ.ΜΕΣΟΓΗΣ 53,8645,77777373
Γενικό Λογιστήριο και Επαρχιακό Γραφείο Πληρωτών-Λεμεσός,,LI ΚΕΝΤΡΟ ΔΙΑΛΟΓΗΣ ΛΕΜΕΣΟΥ (ΚΑΨΑΛΟΣ),ΚΥΠΡΟΣ,ΣΤΕΛΙΟΥ ΚΥΡΙΑΚΙΔΗ,3304,77777373
Γενικό Λογιστήριο-Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1441,77777373
Γενικό Νοσοκομείο-Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1450,77777373
Γενικό Χημείο-Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1451,77777373
Γερακιές,D3,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,2861,77777373
Γεράσα,D3,LI ΚΕΝΤΡΟ ΔΙΑΛΟΓΗΣ ΛΕΜΕΣΟΥ (ΚΑΨΑΛΟΣ),ΚΥΠΡΟΣ,ΣΤΕΛΙΟΥ ΚΥΡΙΑΚΙΔΗ,4543,77777373
Γέρι,ΔΧ,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,2200,77777373
Γέρι,ΔΧ,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,2201,77777373
Γέρι,ΔΧ,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,2202,77777373
Γερμασόγεια,,LI ΚΕΝΤΡΟ ΔΙΑΛΟΓΗΣ ΛΕΜΕΣΟΥ (ΚΑΨΑΛΟΣ),ΚΥΠΡΟΣ,ΣΤΕΛΙΟΥ ΚΥΡΙΑΚΙΔΗ,4040,77777373
Γερμασόγεια,,LI ΚΕΝΤΡΟ ΔΙΑΛΟΓΗΣ ΛΕΜΕΣΟΥ (ΚΑΨΑΛΟΣ),ΚΥΠΡΟΣ,ΣΤΕΛΙΟΥ ΚΥΡΙΑΚΙΔΗ,4041,77777373
Γερμασόγεια,,LI ΚΕΝΤΡΟ ΔΙΑΛΟΓΗΣ ΛΕΜΕΣΟΥ (ΚΑΨΑΛΟΣ),ΚΥΠΡΟΣ,ΣΤΕΛΙΟΥ ΚΥΡΙΑΚΙΔΗ,4042,77777373
Γερμασόγεια,,LI ΚΕΝΤΡΟ ΔΙΑΛΟΓΗΣ ΛΕΜΕΣΟΥ (ΚΑΨΑΛΟΣ),ΚΥΠΡΟΣ,ΣΤΕΛΙΟΥ ΚΥΡΙΑΚΙΔΗ,4043,77777373
Γερμασόγεια,,LI ΚΕΝΤΡΟ ΔΙΑΛΟΓΗΣ ΛΕΜΕΣΟΥ (ΚΑΨΑΛΟΣ),ΚΥΠΡΟΣ,ΣΤΕΛΙΟΥ ΚΥΡΙΑΚΙΔΗ,4046,77777373
Γερμασόγεια,,LI ΚΕΝΤΡΟ ΔΙΑΛΟΓΗΣ ΛΕΜΕΣΟΥ (ΚΑΨΑΛΟΣ),ΚΥΠΡΟΣ,ΣΤΕΛΙΟΥ ΚΥΡΙΑΚΙΔΗ,4047,77777373
Γερμασόγεια,,LI ΚΕΝΤΡΟ ΔΙΑΛΟΓΗΣ ΛΕΜΕΣΟΥ (ΚΑΨΑΛΟΣ),ΚΥΠΡΟΣ,ΣΤΕΛΙΟΥ ΚΥΡΙΑΚΙΔΗ,4048,77777373
Γερμασόγεια,,LI ΚΕΝΤΡΟ ΔΙΑΛΟΓΗΣ ΛΕΜΕΣΟΥ (ΚΑΨΑΛΟΣ),ΚΥΠΡΟΣ,ΣΤΕΛΙΟΥ ΚΥΡΙΑΚΙΔΗ,4049,77777373
Γερμασόγεια,ΔΧ,LI ΚΕΝΤΡΟ ΔΙΑΛΟΓΗΣ ΛΕΜΕΣΟΥ (ΚΑΨΑΛΟΣ),ΚΥΠΡΟΣ,ΣΤΕΛΙΟΥ ΚΥΡΙΑΚΙΔΗ,4044,77777373
Γερμασόγεια,ΔΧ,LI ΚΕΝΤΡΟ ΔΙΑΛΟΓΗΣ ΛΕΜΕΣΟΥ (ΚΑΨΑΛΟΣ),ΚΥΠΡΟΣ,ΣΤΕΛΙΟΥ ΚΥΡΙΑΚΙΔΗ,4045,77777373
Γεροβάσα,D3,LI ΚΕΝΤΡΟ ΔΙΑΛΟΓΗΣ ΛΕΜΕΣΟΥ (ΚΑΨΑΛΟΣ),ΚΥΠΡΟΣ,ΣΤΕΛΙΟΥ ΚΥΡΙΑΚΙΔΗ,4773,77777373
Γεροσκήπου,,PF ΠΑΦΟΣ,ΚΥΠΡΟΣ,ΛΕΩΦ.ΜΕΣΟΓΗΣ 53,8200,77777373
Γεροσκήπου,,PF ΠΑΦΟΣ,ΚΥΠΡΟΣ,ΛΕΩΦ.ΜΕΣΟΓΗΣ 53,8201,77777373
Γεροσκήπου,,PF ΠΑΦΟΣ,ΚΥΠΡΟΣ,ΛΕΩΦ.ΜΕΣΟΓΗΣ 53,8210,77777373
Γεροσκήπου,,PF ΠΑΦΟΣ,ΚΥΠΡΟΣ,ΛΕΩΦ.ΜΕΣΟΓΗΣ 53,8211,77777373
Γεροσκήπου,,PF ΠΑΦΟΣ,ΚΥΠΡΟΣ,ΛΕΩΦ.ΜΕΣΟΓΗΣ 53,8212,77777373
Γεωργική Έπαυλη Αθαλάσσας-Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1420,77777373
Γιαλιά Κάτω,D3,PF ΠΑΦΟΣ,ΚΥΠΡΟΣ,ΛΕΩΦ.ΜΕΣΟΓΗΣ 53,8874,77777373
Γιαλιά Πάνω,D3,PF ΠΑΦΟΣ,ΚΥΠΡΟΣ,ΛΕΩΦ.ΜΕΣΟΓΗΣ 53,8875,77777373
Γιόλου,D1,PF ΠΑΦΟΣ,ΚΥΠΡΟΣ,ΛΕΩΦ.ΜΕΣΟΓΗΣ 53,8720,77777373
Γουδί,D1,PF ΠΑΦΟΣ,ΚΥΠΡΟΣ,ΛΕΩΦ.ΜΕΣΟΓΗΣ 53,8850,77777373
Γούρρη,D3,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,2615,77777373
